id,seed,creation_mode,gmean_inv,dem_fpr,dem_ppv,num_leaves,actual_depth,actual_leaves,criterion,max_depht,min_samples_split,max_leaf_nodes,class_weight
M8W3D6NOS5,101,inicialization,0.2583801512904337,0.39999999999999997,0.16666666666666674,7,4,7,0,,2,,
NV2EQMKF28,101,inicialization,0.0,1.0,0.0,5,4,5,1,4,2,7,
XM4UPZ1NE1,101,inicialization,0.4522774424948339,0.20000000000000007,0.06666666666666665,3,2,3,0,3,27,5,4
RZYO1EZ0A3,101,inicialization,0.4522774424948339,0.20000000000000007,0.06666666666666665,3,2,3,0,3,32,4,4
QJC1LREJZX,101,inicialization,0.0,1.0,0.0,5,4,5,1,4,8,6,5
L7AFECW82H,101,inicialization,0.3545027756320972,1.0,0.0,3,2,3,1,4,25,4,6
LM92IFJTVY,101,inicialization,0.2254033307585166,0.39999999999999997,0.19047619047619047,4,3,4,0,4,28,4,1
RUFRJQ3N1H,101,inicialization,0.3675444679663241,0.4,0.15000000000000002,3,2,3,1,4,38,3,3
LAAZ3CVPR4,101,inicialization,0.3545027756320972,1.0,0.0,3,2,3,1,4,22,4,8
SWXZZDO7EN,101,inicialization,0.198959010620139,0.2,0.08333333333333337,4,3,4,0,3,15,4,5
MX69NI389U,101,inicialization,0.2583801512904337,0.39999999999999997,0.16666666666666674,5,3,5,0,3,12,6,3
TCPDV22DR9,101,inicialization,0.3545027756320972,1.0,0.0,3,2,3,1,4,31,4,9
DA02RJ5DCR,101,inicialization,0.2254033307585166,0.39999999999999997,0.19047619047619047,4,3,4,1,3,5,5,5
7EJ40GQAPW,101,inicialization,0.2583801512904337,0.39999999999999997,0.16666666666666674,3,2,3,0,4,6,3,3
KLM2ICM76O,101,inicialization,0.2583801512904337,0.39999999999999997,0.16666666666666674,7,4,7,0,4,2,7,5
I4IHHC2FRZ,101,inicialization,0.0,1.0,0.0,5,4,5,1,4,6,5,1
GTSPKY9YJV,101,inicialization,0.3675444679663241,0.4,0.15000000000000002,3,2,3,1,3,17,3,3
0JK525MRBM,101,inicialization,0.17841616374225078,1.0,0.1428571428571429,3,2,3,0,3,14,3,7
YIQX3QD3TF,101,inicialization,0.23623738417402662,1.0,0.0,4,3,4,0,3,20,7,8
YCWDOAYI5Z,101,inicialization,0.09170489377075253,1.0,0.1428571428571429,5,4,5,1,4,9,5,7
2RXNSZIK75,101,inicialization,0.2254033307585166,0.39999999999999997,0.19047619047619047,4,3,4,0,3,35,5,1
GA5S3XSIX4,101,inicialization,0.4522774424948339,0.6,0.20454545454545459,2,1,2,0,3,19,2,2
4G8D3RWYKE,101,inicialization,0.3545027756320972,1.0,0.0,3,2,3,1,3,31,7,5
00LDXGAKQK,101,inicialization,0.0871290708247231,1.0,0.0,5,4,5,1,4,13,5,8
P9FMID9M4H,101,inicialization,1.0,0.0,0.0,2,1,2,1,3,39,3,2
514DKWEQLA,101,inicialization,0.3545027756320972,1.0,0.0,3,2,3,0,3,8,3,8
K0PMUJVWYU,101,inicialization,0.4522774424948339,0.20000000000000007,0.06666666666666665,3,2,3,0,3,38,5,4
KJAYG71LQN,101,inicialization,0.4522774424948339,0.20000000000000007,0.06666666666666665,3,2,3,0,4,10,3,4
ZATLI6ZDWF,101,inicialization,0.3545027756320972,1.0,0.0,3,2,3,1,3,36,6,8
ALDYX6M74J,101,inicialization,0.23623738417402662,1.0,0.0,4,3,4,0,3,2,4,8
PT2UE02WCW,101,inicialization,0.23623738417402662,1.0,0.0,5,4,5,0,4,16,5,9
DF3YTORNL8,101,inicialization,0.17841616374225078,1.0,0.1428571428571429,3,2,3,0,4,22,3,7
GJWBL0USXV,101,inicialization,0.2254033307585166,0.39999999999999997,0.19047619047619047,4,3,4,1,3,21,6,3
DBTXMPVKET,101,inicialization,0.4755955759149243,0.20000000000000007,0.11111111111111105,2,1,2,0,4,8,2,3
