id,creation_mode,error,dem_fp,dem_ppv,num_leaves,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight
RO329DGO65,inicialization,0.18875425540736546,1.0,0.4,8,0,,2,,
T7FP26R1KT,inicialization,0.09417837268432339,1.0,0.16666666666666663,5,1,4,2,8,
97UE7LAVMI,inicialization,0.2546440075000701,1.0,0.0,4,1,3,17,6,8
J1XJLCBZY4,inicialization,0.42264973081037427,1.0,0.0,3,0,4,12,3,5
HDR3W4BD0E,inicialization,0.13274181921601214,0.07500000000000001,0.08333333333333337,4,0,4,31,4,4
Q5B560TM8H,inicialization,0.28388512596056703,1.0,0.19999999999999996,4,0,3,11,4,7
JWKRJQ1362,inicialization,0.28388512596056703,1.0,0.19999999999999996,4,0,4,6,4,8
1EDECMI52G,inicialization,0.13274181921601214,0.07500000000000001,0.08333333333333337,4,0,3,35,6,2
HJKHKH4YKV,inicialization,0.21553545944726393,0.175,0.33333333333333337,3,1,3,12,3,2
DJ0N8BOROR,inicialization,0.3867558593281334,1.0,0.6666666666666667,2,1,3,36,2,4
OO5EDIXPYH,inicialization,0.3867558593281334,1.0,0.6666666666666667,2,0,3,38,6,3
76KGV34BDU,inicialization,0.057190958417936644,1.0,0.0,6,1,4,2,8,4
68UCTABKPM,inicialization,0.28388512596056703,1.0,0.19999999999999996,4,0,4,22,4,7
G3DB0DP6TT,inicialization,0.28388512596056703,1.0,0.19999999999999996,5,0,4,17,7,8
DWYRYKELMF,inicialization,0.09417837268432339,1.0,0.16666666666666663,5,1,4,3,5,6
TSV1U17T0Y,inicialization,0.2546440075000701,1.0,0.0,3,1,4,30,6,6
UF1REEIBBR,inicialization,0.28388512596056703,1.0,0.19999999999999996,5,0,4,24,5,7
R7QHSXLRWH,inicialization,0.2546440075000701,1.0,0.0,2,1,4,17,2,6
8RMNHAFW2C,inicialization,0.13274181921601214,0.07500000000000001,0.08333333333333337,4,1,4,9,8,3
8OUEZMY399,inicialization,0.28388512596056703,1.0,0.19999999999999996,3,0,4,19,3,8
3WIBP6HKW1,inicialization,0.13274181921601214,0.07500000000000001,0.08333333333333337,4,1,3,8,7,4
YO9XB0J14Q,inicialization,0.13274181921601214,0.07500000000000001,0.08333333333333337,4,1,3,25,7,1
SIMXPCWZCR,inicialization,0.13274181921601214,0.07500000000000001,0.08333333333333337,4,0,3,15,7,4
EC5R36KOOL,inicialization,0.08013378899220014,0.07500000000000001,0.033333333333333326,4,0,4,22,4,2
ZYYVLESKSK,inicialization,0.2546440075000701,1.0,0.0,3,1,3,15,3,5
D1JVFYC90R,inicialization,0.13274181921601214,0.07500000000000001,0.08333333333333337,4,1,3,8,8,2
XBR9UGV2MH,inicialization,0.3867558593281334,1.0,0.6666666666666667,2,1,4,34,8,2
C91I7PANV9,inicialization,0.42264973081037427,1.0,0.0,2,0,4,25,2,5
VZCON2JJ9R,inicialization,0.2546440075000701,1.0,0.0,3,1,3,23,8,7
WZRVU0IA1F,inicialization,0.2546440075000701,1.0,0.0,3,1,3,6,3,8
FEJS37RI8F,inicialization,0.08013378899220014,0.07500000000000001,0.033333333333333326,5,0,3,8,7,2
NV5QHAPI6I,inicialization,0.3867558593281334,1.0,0.6666666666666667,2,1,3,35,4,3
IR0UJQI60X,inicialization,0.2546440075000701,1.0,0.0,2,1,4,36,2,9
CZR1E8F9A2,inicialization,0.2546440075000701,1.0,0.0,3,1,3,25,8,5
J6MSJAPRZP,inicialization,0.08013378899220014,0.07500000000000001,0.033333333333333326,5,0,4,23,5,2
WSV9LWKCU3,inicialization,0.24893238380118932,0.07500000000000001,0.13333333333333341,4,0,3,27,6,6
RHCCX3L3CQ,inicialization,0.13274181921601214,1.0,0.2857142857142857,4,1,4,18,6,5
W7GRFPHZNL,inicialization,0.2546440075000701,1.0,0.0,3,1,3,25,6,7
YIU8BCG280,inicialization,0.13274181921601214,0.07500000000000001,0.08333333333333337,4,1,3,25,6,1
UOQTDSJ52E,inicialization,0.13274181921601214,0.07500000000000001,0.08333333333333337,4,0,4,23,6,3
5NITCP0IJC,inicialization,0.21553545944726393,0.175,0.33333333333333337,3,1,3,5,3,2
O5DL4ZTSTB,inicialization,0.28388512596056703,1.0,0.19999999999999996,3,0,4,23,3,7
WE5CXZX5BQ,inicialization,0.21553545944726393,0.175,0.33333333333333337,3,1,3,20,3,2
3IJ77UITGE,inicialization,0.2546440075000701,1.0,0.0,2,0,4,5,2,8
W9DD92V0B0,inicialization,0.18350341907227397,1.0,0.0,5,0,3,2,5,6
KTMW3M7JNJ,inicialization,0.13274181921601214,1.0,0.2857142857142857,4,1,3,10,6,5
K0TU5XXN9K,inicialization,0.3867558593281334,1.0,0.6666666666666667,2,1,4,39,3,4
U4N5TQNJPH,inicialization,0.13274181921601214,1.0,0.2857142857142857,4,1,3,8,7,7
HIZ54PBI1N,inicialization,0.057190958417936644,1.0,0.0,6,1,4,2,7,3
GRFA2AZSIH,inicialization,0.2546440075000701,1.0,0.0,3,1,4,3,3,6
N5AQMFBUEQ,inicialization,0.09417837268432339,1.0,0.16666666666666663,5,1,4,9,5,5
JS2TB8206Q,inicialization,0.28388512596056703,1.0,0.19999999999999996,4,0,3,33,4,8
C31TX16UGC,inicialization,0.28388512596056703,1.0,0.19999999999999996,5,1,4,31,6,9
KAI0TLOLJ7,inicialization,0.18875425540736546,0.07500000000000001,0.050000000000000044,4,0,3,16,4,5
KIUW9ZS5VI,inicialization,0.28388512596056703,1.0,0.19999999999999996,3,0,3,9,3,7
RM121EO52I,inicialization,0.13274181921601214,0.07500000000000001,0.08333333333333337,4,1,4,18,6,3
O085JQ9XPF,inicialization,0.2546440075000701,1.0,0.0,3,1,3,33,4,7
AV5F2GCEAT,inicialization,0.13274181921601214,0.07500000000000001,0.08333333333333337,4,1,3,9,4,3
MMW9X89VV7,inicialization,0.2546440075000701,1.0,0.0,3,1,4,38,4,6
5Q714ZGC4X,inicialization,0.2546440075000701,1.0,0.0,4,1,3,27,7,8
PG50NZ0EE2,inicialization,0.13274181921601214,0.07500000000000001,0.08333333333333337,3,0,3,39,3,2
364LOX6ZSO,inicialization,0.28388512596056703,1.0,0.19999999999999996,3,0,4,27,3,7
8MLS5EGJQL,inicialization,0.2546440075000701,1.0,0.0,3,1,3,25,6,7
U9EB1LPCAK,inicialization,0.3867558593281334,1.0,0.6666666666666667,2,1,3,19,2,3
R3NP4UGD2B,inicialization,0.2546440075000701,1.0,0.0,3,1,3,30,3,5
VDWS7RJBFU,inicialization,0.18875425540736546,0.07500000000000001,0.050000000000000044,3,0,3,35,4,5
ZCA7YANTU8,inicialization,0.28388512596056703,1.0,0.19999999999999996,3,0,4,25,3,9
3ZVSTD5F1F,inicialization,0.13274181921601214,0.07500000000000001,0.08333333333333337,4,1,3,17,4,3
D9ATYKNBJS,inicialization,0.13274181921601214,0.07500000000000001,0.08333333333333337,4,0,4,30,4,3
PQ7QX329AS,inicialization,0.13274181921601214,0.07500000000000001,0.08333333333333337,4,1,4,29,7,3
JEBVZINVQ4,inicialization,0.28388512596056703,1.0,0.19999999999999996,3,1,3,40,4,9
HF0P2WJ3IY,inicialization,0.24893238380118932,0.07500000000000001,0.13333333333333341,5,0,4,15,7,6
BM48Q8GCMP,inicialization,0.2546440075000701,1.0,0.0,3,1,3,38,3,8
8YGFVAV1ZQ,inicialization,0.13274181921601214,0.07500000000000001,0.08333333333333337,4,1,3,27,8,1
TDWEUMO251,inicialization,0.08013378899220014,0.07500000000000001,0.033333333333333326,5,0,3,6,7,2
C4C8BRB9ZT,inicialization,0.3867558593281334,1.0,0.6666666666666667,2,0,3,29,2,3
U05F3DQXAT,inicialization,0.2546440075000701,1.0,0.0,2,1,4,3,2,7
L2NOL6WWUX,inicialization,0.2546440075000701,1.0,0.0,3,1,3,39,6,8
YWM32H141T,inicialization,0.3867558593281334,1.0,0.6666666666666667,2,0,4,39,4,4
TEULXWIRGK,inicialization,0.13274181921601214,0.07500000000000001,0.08333333333333337,4,1,4,13,4,3
ONNC6AOF1Q,inicialization,0.2546440075000701,1.0,0.0,3,1,3,25,6,7
JK1I9G5S6Y,inicialization,0.13274181921601214,0.07500000000000001,0.08333333333333337,4,0,3,19,4,4
QX8HEAHIKP,inicialization,0.2546440075000701,1.0,0.0,3,1,3,17,3,5
8JL02UJL4G,inicialization,0.18875425540736546,0.07500000000000001,0.050000000000000044,5,0,4,14,6,5
M0EIQ3360O,inicialization,0.13274181921601214,0.07500000000000001,0.08333333333333337,4,0,4,37,7,2
I2V6WC3R2K,inicialization,0.13274181921601214,0.07500000000000001,0.08333333333333337,4,0,3,30,4,2
SUOV2BQ1CT,inicialization,0.24893238380118932,0.07500000000000001,0.13333333333333341,5,0,4,11,6,6
FIMS4M3ENC,inicialization,0.24893238380118932,0.07500000000000001,0.13333333333333341,4,0,3,27,4,6
TF367Z67LB,inicialization,0.28388512596056703,1.0,0.19999999999999996,4,0,4,38,5,9
G4LNA198CH,inicialization,0.33333333333333337,1.0,0.0,3,1,3,31,3,4
0EP1COMSBT,inicialization,0.24893238380118932,0.07500000000000001,0.13333333333333341,5,0,4,16,5,6
DFOULXJWUU,inicialization,0.3867558593281334,1.0,0.6666666666666667,2,1,3,37,7,3
DX9755QT7A,inicialization,0.24893238380118932,0.07500000000000001,0.13333333333333341,3,0,3,12,3,6
A2BY75WTH7,inicialization,0.3867558593281334,1.0,0.6666666666666667,2,0,4,24,2,4
MGDKQ4OTTM,inicialization,0.2546440075000701,1.0,0.0,4,1,4,32,4,8
LGKGDO5T49,inicialization,0.13274181921601214,0.07500000000000001,0.08333333333333337,4,1,4,31,6,4
TCS477C0IE,inicialization,0.28388512596056703,1.0,0.19999999999999996,4,0,3,36,5,9
9AUFZD8MTW,inicialization,0.18875425540736546,0.07500000000000001,0.050000000000000044,5,0,3,9,7,5
1DKTA0OI13,inicialization,0.21553545944726393,0.175,0.33333333333333337,3,1,3,21,3,3
8LUNN2CXZE,inicialization,0.057190958417936644,1.0,0.0,6,1,4,7,7,8
O5VC0AZUXU,inicialization,0.24893238380118932,0.07500000000000001,0.13333333333333341,4,0,4,30,4,6
X888ZRAWN0,inicialization,0.3867558593281334,1.0,0.6666666666666667,2,0,4,6,2,4
EDWUFZM6ZL,inicialization,0.2546440075000701,1.0,0.0,3,1,4,11,3,5
THMYK8ML40,inicialization,0.13274181921601214,1.0,0.2857142857142857,4,1,3,17,7,7
U94OQ45TIL,inicialization,0.13274181921601214,0.07500000000000001,0.08333333333333337,3,0,3,26,3,2
N2GRMKJZ3V,inicialization,0.08013378899220014,0.07500000000000001,0.033333333333333326,5,1,3,24,7,1
M77RBKBQIR,inicialization,0.2546440075000701,1.0,0.0,3,1,3,8,3,8
BWQPTZ0PWK,inicialization,0.08013378899220014,0.07500000000000001,0.033333333333333326,5,0,3,22,5,2
GVXNZFZ70N,inicialization,0.2546440075000701,1.0,0.0,3,1,4,18,3,6
44FM3ICN1J,inicialization,0.42264973081037427,1.0,0.0,3,0,4,29,3,5
4E6TFYHKRT,inicialization,0.057190958417936644,1.0,0.0,5,1,3,4,5,4
Q4YA3SAD0J,inicialization,0.28388512596056703,1.0,0.19999999999999996,5,0,4,22,5,7
1ZY2BRHS6T,inicialization,0.09417837268432339,1.0,0.25,6,0,4,2,8,3
1L0EBRE14Y,inicialization,0.2546440075000701,1.0,0.0,3,1,3,35,5,6
BY03ZTVSP8,inicialization,0.2603997383663612,0.025000000000000022,0.2142857142857143,2,0,4,10,2,2
HXRGG0N0VI,inicialization,0.09417837268432339,1.0,0.25,5,0,3,3,8,3
84KLWGVI7H,inicialization,0.13274181921601214,0.07500000000000001,0.08333333333333337,4,1,3,22,7,4
