id,creation_mode,error,dem_fp,dem_ppv,num_leaves,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight
J33LZW16H8,inicialization,0.3994998957248037,0.26641414141414144,0.04880952380952386,108,0,,2,,
HF3QDNVOTN,inicialization,0.3931803036816456,0.20454545454545456,0.023809523809523836,96,1,18,2,108,
LJMWX0NZ39,inicialization,0.4111734568345189,0.22348484848484848,0.018750000000000044,55,0,15,16,93,6
LAZJKMKBP2,inicialization,0.48070380047676586,0.26515151515151514,0.009398496240601462,55,1,17,17,68,7
DP6SV7V8X4,inicialization,0.33364610213622303,0.04419191919191917,0.1163967611336032,16,0,4,6,34,4
P165QJDUKD,inicialization,0.7549744432673244,1.0,0.6,7,1,14,7,7,6
OT7NWV3AH4,inicialization,0.3560790837832154,0.13383838383838387,0.023809523809523836,24,0,11,29,24,4
GZJ48C2KD4,inicialization,0.3272943934969488,0.15909090909090912,0.05833333333333335,14,1,4,10,28,2
INFHQEZC81,inicialization,0.5004692633600711,0.28409090909090906,0.1339285714285714,23,0,8,19,23,6
Q0JN0ERZQG,inicialization,0.3555936552060054,0.010101010101010055,0.10353753235547891,31,0,18,17,31,3
TCB9SOZAFO,inicialization,0.5395572731702329,0.20959595959595959,0.25974025974025977,42,0,13,26,92,8
WU2CLFBW9J,inicialization,0.32785242395922753,0.09217171717171718,0.054187192118226535,3,0,13,28,3,4
ZLYY2MNK9R,inicialization,0.6854577365087462,0.20959595959595959,0.16666666666666669,37,0,10,30,48,8
6HTIHODZ31,inicialization,0.3057008699045619,0.05176767676767674,0.10100334448160542,7,1,16,5,7,5
BJ4GFSG9JI,inicialization,0.3475883005026461,0.06186868686868685,0.08809523809523806,67,1,11,8,101,4
YG5UH4SOWO,inicialization,0.3925622559611134,0.18181818181818177,0.062184220753983666,8,0,3,21,60,2
D4W64N5D6Q,inicialization,0.4477857409778183,0.29419191919191917,0.09273182957393489,35,0,11,39,83,7
CO3AHOXUHT,inicialization,0.532949322653841,0.3244949494949495,0.019138755980861233,31,0,8,35,48,6
UFKVJM1FFU,inicialization,0.7860406308845762,1.0,0.33333333333333337,14,1,8,8,14,8
BN7K4C82WA,inicialization,0.3610515204848894,0.18055555555555558,0.04999999999999999,12,0,4,40,18,4
NRQNSZZQVB,inicialization,0.3130356996402721,0.05303030303030304,0.11428571428571427,8,1,7,22,8,4
WHK4XN7PZB,inicialization,0.3335522560829637,0.15909090909090912,0.06497890295358649,44,0,8,12,65,1
EWCQ3S8ZXU,inicialization,0.39607288935513296,0.19696969696969696,0.0860377358490566,28,0,5,9,54,4
0P5G7NLEPF,inicialization,0.44002590964968313,0.22095959595959597,0.2467948717948718,53,0,15,13,53,9
V0CR4WVE6S,inicialization,0.38022982330548527,0.11363636363636365,0.09090909090909088,50,1,14,16,106,4
CARF8GR148,inicialization,0.3462476615146628,0.05555555555555558,0.08167141500474834,54,0,15,23,94,1
TLFF5N7FVJ,inicialization,0.3289698770612589,0.0025252525252525415,0.1394736842105263,45,1,11,17,105,2
1PF2XAS1A2,inicialization,0.35510859202494416,0.1830808080808081,0.023809523809523725,34,1,12,33,86,5
7I4JNSYABZ,inicialization,0.6307640192154329,0.22095959595959597,0.09790209790209792,28,1,15,39,85,6
PJP4L0TS7Y,inicialization,0.34462342959894865,0.0669191919191919,0.23809523809523803,34,0,12,32,52,5
IC6DB61YYO,inicialization,0.33514944053831885,0.007575757575757569,0.1466666666666666,13,0,4,27,30,5
K49XWW0RE1,inicialization,0.3758057100792005,0.03282828282828282,0.08051948051948049,103,0,15,2,106,1
X40Q2I5WSA,inicialization,0.6240500878304562,0.26136363636363635,1.0,18,0,5,32,96,6
RDCF72WBWM,inicialization,0.35510859202494416,0.1830808080808081,0.023809523809523725,34,1,16,30,63,5
SUUUQGKT26,inicialization,0.35510859202494416,0.1830808080808081,0.008139534883720878,39,1,7,15,44,5
ZWLPOSS5T9,inicialization,0.31851980253479795,0.17676767676767674,0.03076923076923077,5,1,7,40,5,4
Y914S70B7Z,inicialization,0.6449242344941984,0.1994949494949495,0.01010101010101011,31,1,18,14,31,9
1HLIHF3JMK,inicialization,0.4690327657214398,0.21338383838383837,0.164021164021164,45,0,14,23,50,6
TEZGV523S9,inicialization,0.370517947210375,0.10606060606060608,0.12908496732026148,40,1,16,24,79,2
B3FUBC89G7,inicialization,0.826740767270316,0.07323232323232323,1.0,13,1,4,36,86,7
GSAVB3LD0D,inicialization,0.3510483751602791,0.19444444444444448,0.04347826086956519,33,1,13,30,69,4
Q5FD34QOYC,inicialization,0.5163718524365055,0.23106060606060608,0.008928571428571397,32,1,14,2,32,7
AL0KNTOEJ6,inicialization,0.5023507417466091,0.3345959595959596,0.14035087719298245,30,0,8,40,90,7
SMGZVDWZC6,inicialization,0.56111460750859,0.07575757575757575,0.19886363636363635,30,1,14,35,35,7
T9KE93YHAC,inicialization,0.704950158438225,0.08459595959595959,0.09999999999999998,30,0,14,39,30,8
769K3DKGBX,inicialization,0.8253029066598032,1.0,1.0,8,1,3,22,75,6
DXON2GH3C5,inicialization,0.33599656412652323,0.08459595959595956,0.11315496098104788,24,1,5,18,49,4
Q5EQXYMG8N,inicialization,0.38641601771675005,0.06313131313131315,0.016666666666666663,92,0,16,3,92,1
Z57CQWXFFC,inicialization,0.32785242395922753,0.09217171717171718,0.054187192118226535,4,0,6,37,4,5
G2BYM8ESJG,inicialization,0.828190660816578,0.10479797979797979,0.08333333333333331,31,1,12,40,88,9
PA9GUA1LSP,inicialization,0.3272943934969488,0.15909090909090912,0.05833333333333335,14,1,4,17,87,2
WSQ5ZXI6FP,inicialization,0.5252465173447294,0.1388888888888889,0.32692307692307687,48,1,17,18,106,8
GALJ8LECPG,inicialization,0.5477801262008581,0.11742424242424243,0.11274509803921573,34,1,16,28,57,7
9S5IYZ7GBN,inicialization,0.3436698766861064,0.020202020202020166,0.08714408973252807,43,0,15,5,43,3
VKMUTKU03H,inicialization,0.36311027813000485,0.027777777777777735,0.12931995540691188,23,0,9,18,23,2
WN055ID888,inicialization,0.40190002739025943,0.17929292929292928,0.03475935828876997,21,0,12,2,21,5
79FIA2S22U,inicialization,0.5395572731702329,0.20959595959595959,0.1470588235294118,18,0,7,14,18,6
7FPGYJHI93,inicialization,0.35172331203019247,0.08585858585858586,0.08512820512820513,32,0,13,6,32,2
87E9O907WF,inicialization,0.5691682346828939,0.34595959595959597,0.13636363636363635,39,1,7,17,102,6
5GAKAQPPBW,inicialization,0.3837716853025197,0.07954545454545453,0.15584415584415579,24,0,8,32,81,2
34PTLGNEMN,inicialization,0.617453972161997,0.19823232323232323,1.0,6,0,7,19,6,6
GN40DS9MGO,inicialization,0.3280385370947463,0.023989898989898978,0.1752701080432173,15,0,4,4,48,5
N4DIK9MMTJ,inicialization,0.4530201174906716,0.273989898989899,0.0389016018306636,37,0,11,31,108,7
U9O7O0YF61,inicialization,0.33514944053831885,0.007575757575757569,0.1466666666666666,13,0,4,22,20,5
CCG1RNLE6R,inicialization,0.35851173666621394,0.08585858585858586,0.11719939117199396,35,0,6,13,71,2
3AZ4B7TQVC,inicialization,0.38999379738438855,0.030303030303030276,0.10101010101010105,33,0,9,20,33,3
XCSTY63AL2,inicialization,0.47305261556182965,0.13762626262626265,0.1725490196078432,14,0,8,19,14,7
SIQWFICITH,inicialization,0.33345842324280606,0.0744949494949495,0.08777777777777784,6,0,6,19,6,3
HGU46SFGQR,inicialization,0.5770794535401642,0.07575757575757575,0.16249999999999998,27,1,11,40,31,8
BCDVOZRN6D,inicialization,0.7580566484363465,0.04292929292929292,1.0,40,0,17,31,90,9
94SJ15UQTC,inicialization,0.3416719112628851,0.12878787878787878,0.030303030303030276,28,1,14,32,28,5
WSFDXO5LL1,inicialization,0.3089511827718897,0.06186868686868685,0.10075914423740517,8,0,9,3,8,4
CODYXKHPD6,inicialization,0.6307640192154329,0.22095959595959597,0.09790209790209792,28,1,17,38,97,6
EFO4RZ5DOU,inicialization,0.4477857409778183,0.29419191919191917,0.09273182957393489,28,0,13,38,28,7
W92D512XWV,inicialization,0.612742036290362,0.22095959595959597,0.13636363636363635,36,1,14,28,87,6
