id,seed,creation_mode,error_val,dem_fpr_val,dem_ppv_val,dem_pnr_val,error_tst,dem_fpr_tst,dem_ppv_tst,dem_pnr_tst,max_iter,tol,lambda,l1_ratio,class_weight
D539FZC6KV,101,mutation,0.3345235059858393,0.0638645269639858,0.0618331234674266,0.080004865534324,0.3166905790888856,0.011386848432709,0.0597774621212121,0.0211013304767671,132,0.0423128561173878,43712.36115410979,0.2658137151908215,2
032CWE7FEU,101,crossover,0.3363596469105371,0.02509796603844,0.0896618625277161,0.0444090587402689,0.3224552139380929,0.0019764851212141,0.0857461734693877,0.0162234331579028,132,0.0369118330154033,72001.58395892965,0.5898514775412695,2
K2PYEK7JCE,101,crossover,0.3339285335880394,0.0674877153697829,0.0582628540743724,0.0831895789101203,0.3144789222255654,0.012997154390841,0.0609584214235376,0.0237157095617344,132,0.0400766966312879,39990.47437280057,0.32166915113872,2
99YZW8B6U5,101,crossover,0.3339285335880394,0.0674877153697829,0.0582628540743724,0.0831895789101203,0.3135327229101062,0.0141265744601062,0.0601182166513202,0.0247838169313647,132,0.0377399946343394,39750.02129892743,0.3220943486368333,2
DDUMYS48AO,101,crossover,0.3333340921788637,0.07111090377558,0.0545998504113687,0.0863742922859165,0.3135327229101062,0.0141265744601062,0.0601182166513202,0.0247838169313647,132,0.0388442568769727,38134.68824129402,0.3444468779792707,2
OFL98IMESV,102,crossover,0.3050772508171888,0.0007024265644955,0.0791805094130675,0.0164007951229505,0.3541935174888883,0.0001520719807375,0.128,0.0305916411229504,127,0.0353655309253186,36031.43517887791,0.409214452917159,2
DMC9H8KD09,103,crossover,0.2888748590020331,0.1895954534754682,0.0693779904306219,0.2428433402346446,0.2824242196571933,0.1553824962915872,0.0341782106345653,0.2020709465392237,132,0.067211570440023,70922.30320052618,0.6169317101004402,2
H0VZZYRL2Q,103,crossover,0.3150698851820354,0.0380838685812287,0.0904160595758459,0.0772118702553485,0.2969169807174386,0.0262635092180546,0.1269246217699826,0.0630127191992172,74,0.0673890223112757,49175.04038476007,0.3226032907907039,2
8VW1SPVU6C,103,crossover,0.2968032649127743,0.1198675051282913,0.0611452101623805,0.1733057280883367,0.2898271792136755,0.0947764356855266,0.0892091267798936,0.1350881814304708,103,0.0704077056253852,67933.33284178258,0.4959230728992138,2
KRD9GN5N77,103,crossover,0.3150698851820354,0.0380838685812287,0.0904160595758459,0.0772118702553485,0.2969169807174386,0.0262635092180546,0.1269246217699826,0.0630127191992172,74,0.0698348446966695,66088.87413789847,0.4676835077852899,2
VZWOTYJNMY,103,mutation,0.2968032649127743,0.1198675051282913,0.0611452101623805,0.1733057280883367,0.2898271792136755,0.0947764356855266,0.0892091267798936,0.1350881814304708,103,0.0672207503543096,55895.501557369294,0.3927101229201191,2
JQYZJSCVBX,105,crossover,0.3119564785638981,0.0005292652552926,0.1767477928895252,0.0555912856903512,0.3282699390747154,0.0009959300520815,0.0290207081387801,0.008496370124277,101,0.0411449126715965,44302.27313697772,0.3648462830596943,1
BIT0MLOAOR,108,inicialization,0.3099001371973138,0.0429880197322057,0.1545864045864045,0.087347625052543,0.3184995895003896,0.0043811372756346,0.0927334337349397,0.0357748812174175,74,0.0197516997462729,61110.16910440322,0.6537969631436357,1
