id,creation_mode,error,dem_fp,dem_ppv,dem_pnr,max_iter,tol,lambda,l1_ratio,class_weight
RO329DGO65,inicialization,0.3419346636946745,0.03393919674717909,0.002166282218433402,0.09082390262559903,100,0.0001,1.0,0.0,
T7FP26R1KT,inicialization,0.33672430517387764,0.03599205792244212,0.026506671442643515,0.08638490786779762,100,0.0001,1.0,1.0,
97UE7LAVMI,inicialization,0.5256644841387625,0.004165975527286183,0.024675324675324628,0.021317524242356112,128,0.01807380358747268,40514.85707638363,0.6628934567098899,8
J1XJLCBZY4,inicialization,0.4801132092814817,0.007365773643700991,0.0019964387848702136,0.031051589533601764,42,0.08418944680784125,26624.614503014247,0.21653006064896685,5
HDR3W4BD0E,inicialization,0.34066194138615247,0.0427397048586744,0.0798642533936651,0.1000584966364434,106,0.07806850256054587,75671.08609870543,0.36091337959985503,4
Q5B560TM8H,inicialization,0.46852561026932316,0.00588638093901386,0.01333333333333342,0.026379733165343033,81,0.009014036590499054,24970.52851695853,0.2624251460483622,7
JWKRJQ1362,inicialization,0.4266888563889635,0.010308964113207923,0.03440654240035368,0.04733502823587643,110,0.08480918342025251,9634.100614204244,0.255056782050756,8
1EDECMI52G,inicialization,0.23877605755672082,0.17152130056127604,0.009991630048127198,0.22171125160303284,37,0.017687749759718863,88109.23857210517,0.622302997090626,2
HJKHKH4YKV,inicialization,0.2396594004898579,0.08967232195895128,0.056775941869109614,0.14960964744527183,178,0.0021110598003940954,25264.413082906398,0.138235859989283,2
DJ0N8BOROR,inicialization,0.22822192512514128,0.11848149235068199,0.015001256461803614,0.1795093032150652,193,0.02574479779027046,90697.52533457144,0.054637236126479416,4
OO5EDIXPYH,inicialization,0.2467084566874732,0.0644198611483263,0.044836956521739135,0.11653429927779146,39,0.010195192795963233,94576.32081393481,0.6991495165455647,3
76KGV34BDU,inicialization,0.34066194138615247,0.0427397048586744,0.0798642533936651,0.1000584966364434,110,0.09166332893774798,1296.3525680158332,0.9697098652150642,4
68UCTABKPM,inicialization,0.5473844974672707,0.006060406290715198,0.06143790849673203,0.022671946363084117,82,0.05883742310933826,51597.48074759931,0.34676077285504625,7
G3DB0DP6TT,inicialization,0.4266888563889635,0.010308964113207923,0.03440654240035368,0.04733502823587643,27,0.08459577379407612,39721.00377590844,0.8479029141645559,8
DWYRYKELMF,inicialization,0.515136897582773,0.0023317979406173046,0.013421926910298976,0.015652349989875525,157,0.056341509909204036,2489.5014043684205,0.5547127913256666,6
TSV1U17T0Y,inicialization,0.515136897582773,0.0023317979406173046,0.013421926910298976,0.015652349989875525,183,0.08493291705464782,73429.4257094314,0.6932027045377191,6
UF1REEIBBR,inicialization,0.5473844974672707,0.006060406290715198,0.06143790849673203,0.022671946363084117,66,0.05842623543649086,56615.90546857776,0.486107170420236,7
R7QHSXLRWH,inicialization,0.515136897582773,0.0023317979406173046,0.013421926910298976,0.015652349989875525,197,0.09397618893961521,39407.034531140045,0.08292142508475386,6
8RMNHAFW2C,inicialization,0.23803324095322098,0.1351921792794287,0.062234794908062274,0.20252660472022854,137,0.08048474202849759,17597.546510690714,0.9581356428898743,3
8OUEZMY399,inicialization,0.4266888563889635,0.010308964113207923,0.03440654240035368,0.04733502823587643,36,0.09094210704167753,44291.554910203355,0.20129449474415395,8
3WIBP6HKW1,inicialization,0.4448674799990382,0.01879261140103522,0.10905274206245075,0.05412176299862759,173,0.01752959564985749,15354.723347036004,0.7794675334566039,4
YO9XB0J14Q,inicialization,0.3993462172016593,0.10633941394215984,0.11505925974429912,0.13037550340855403,182,0.017497881830037157,59409.04614601358,0.8232271238541365,1
SIMXPCWZCR,inicialization,0.2651118579815702,0.11674088440321709,0.21066493017871357,0.19724953315184368,28,0.034141681321289585,33734.16276128674,0.8938813451951655,4
EC5R36KOOL,inicialization,0.22559918197002538,0.1453047889224889,0.05927525797936173,0.20297882871734874,79,0.05586435116043273,52582.67739597152,0.33663270493735353,2
ZYYVLESKSK,inicialization,0.41406022997454406,0.029018993219036605,0.10352789764554471,0.06987760703759527,186,0.032776243956593044,34421.38240450611,0.2423096136232442,5
D1JVFYC90R,inicialization,0.2683107767547417,0.12030503702380496,0.11768285407469276,0.17191486489526853,129,0.028146529096244523,15029.819731398655,0.9916053663526578,2
XBR9UGV2MH,inicialization,0.22559918197002538,0.1453047889224889,0.05927525797936173,0.20297882871734874,183,0.05921484922595047,84096.79508762585,0.9170478083940794,2
C91I7PANV9,inicialization,0.4544207491880641,0.015260357521085066,0.06906210760166132,0.04402209372961052,56,0.0980112353690774,59283.6058206373,0.03730139301887059,5
VZCON2JJ9R,inicialization,0.4707359235678388,0.007878988937516748,0.014232317423806817,0.028789344612684786,145,0.009039651359631007,56439.37140224158,0.9544662624890978,7
WZRVU0IA1F,inicialization,0.5348804983074404,0.003909367880378305,0.02319539803303028,0.02002947330528493,175,0.011908371630026443,9810.551284662808,0.1622294745676155,8
FEJS37RI8F,inicialization,0.22559918197002538,0.1453047889224889,0.05927525797936173,0.20297882871734874,49,0.04645549312994641,15575.562048866168,0.8843925118391031,2
NV5QHAPI6I,inicialization,0.25262747257012874,0.07839044625629292,0.030710401087695516,0.1376459603572795,160,0.02452397046255566,85807.60530031721,0.26493109082841215,3
IR0UJQI60X,inicialization,0.6276644292547635,0.001539645881447267,0.03141361256544506,0.011459716066326231,173,0.07099012435011329,89688.2949369964,0.08088741360063623,9
